,title,artist,genre,lyric
446,  그렇게 봄          , J Yen  예원   ,발라드,"눈꽃이 너무도 예쁘게 길가를 하얗게 밝히는 계절 그 언젠가 우리 함께 맞이하기로 했었던 시간 속에 혼자 많이도 아팠고 그래서 많이도 원망을 했었던 시간들이 따뜻했던 계절과 함께 떠나고 모든 순간들이 과거형이 됐고 이젠 하나의 추억으로 남아 진심을 다 해 사랑했고 그런 너도 나를 사랑했던 그 때 그 때 눈꽃이 분홍빛 꽃으로 물들어가는 계절엔 서로를 놓은 그 감각도 무던히 무뎌지겠죠 모든 순간들이 과거형이 됐고 이젠 하나의 추억으로 남아 진심을 다 해 사랑했고 그런 너도 나를 사랑했던 그 때 그 때 그 때는 하나하나 서툰 것 투성이었던 우리기에 상처도 많았었지만 서툴었기에 아름다웠던 다시 볼 수 없을 그 모습들 안녕 안녕 
"
447,  우리는 이미 알고 있지만          , 원일  Wonill   ,록 메탈,"사랑한다면 채워진다며 내 마음을 비우려 사랑을 떠나왔지 떠나간다면 찾아온대도 떠나보낸 마음은 아프기엔 충분했었지 잊혀진 감정에 이름을 붙여보고 하나둘 찾아오는 기억에 인사하고 숨겨둔 마음을 이제야 드러내도 늦어버린 걸 이미 알고 있는데 지워진 흔적이 무엇을 말해줄까 생각과는 다른 모습을 하고 있을까 몇 번을 돌아봐야 나는 더 초라해질까 놓쳐버린 걸 이미 알고 있잖아 
"
448,  childhood          , 미로  miro   ,R amp B Soul,"내가 어릴 적 있던 곳에 오면 내가 살아있단 게 가끔 낯설게 느껴지곤 해 그럴 때는 노래를 틀곤 해 나는 걸어 벚꽃이 내리는 거리 눈을 감아도 여전히 여기 있지 유일한 내 친구인 너와 함께 있어 지금 where we are where we fly we go top cause we are young where we are where we fly we go top cause we are young back to the song 다시 끝까지 가야지 wait for me now 다시 시작되는 거지 아무도 오지 못할 곳에 난 너를 기다리고 있을래 나는 걸어 벚꽃이 내리는 거리 눈을 감아도 여전히 여기 있지 유일한 내 친구인 너와 함께 있어 지금 where we are where we fly we go top cause we are young where we are where we fly we go top cause we are young where we are where we fly we go top cause we are young 
"
449,  축가  그리고 답가           , The Mind  ,랩 힙합,"만남에 대한 의견일치 이내 헤어짐에도 마찬가지 이래서 몇 년의 시간 꽤 잘 어울렸던 건지 서운함 같은 건 없던 건지 왜 그렇게 미웠는지 남한테도 안 할 소리를 험하게도 참 잘 했지 서로의 살을 맞대고 양날의 검을 당겨 대체 마음은 어디서 와서 어디로 가는 거 그때는 안아줬다면 있는 힘껏 떠밀다보면 제자리 일꺼라고 믿어 이렇게라도 믿어야겠어 대체 왜 난 사랑할 수 있었던 존재였을까 그런 거 없다 믿고 왜 끝까지 묻지 않았을까 정해진 인연이 정한대로라고 했던 시간 다음 미움의 이유를 나열하며 보냈던 몇 년의 밤 그게 새벽되었어도 날 죽여야 속시원하다고 그럼 미안하단 말 다음에 할 말은 뭐냐고 대체 5년의 시간은 각자에게 뭐였냐고 정말로 그렇게 바랬던 게 이거였냐고 너에게 난 나에게 넌 미움과 아픔이 담긴채로 상처가득 말들 가득 남긴채로 너의 머리위로 하얀 색 꽃이 떨어지네 누구에게나 그늘을 드리우는 20대 중반에 불안할 이유없는 너와 다른 내 미래의 설계는 믿어줄 순 없었을까 잘할거라고 했는데 잘할거라고 했다면 잘할 수도 있었는데 물론 난 너의 그 저주 덕에 밤을 쉽게 샜고 절대 안될 거라고 했던 건 안됐기도 했고 확신을 주지 못해 배신으로 화답했고 배신에 배신으로 대답해서 엉망됐고 미안했다가 그러지 않았다가 그게 아니었다가 사랑했었나봐 그러지 않았다가 뭐 그리웠나봐 뭘 그리웠는지 알아 사랑아니잖아 봐 이제 정말로 다 끝이잖아 가 내가 가라고 해서 그런건 아니지만 다 끝이나 버린 지금 이 순간 그건 사진 아냐 영화야 이어지잖아 너에게 난 나에게 넌 미움과 아픔이 담긴채로 상처가득 말들 가득 남긴채로 너의 머리위로 하얀 색 꽃이 떨어지네 운명이 아니라는 말 모든 걸 쉽게 만들잖아 아닌 게 아닌 걸 만들잖아 각자 잘 살았잖아 축의금 원한걸까 얼마를 냈어야 했을까 몇 백을 내밀었다면 속이나 편했을까 내 몇 일을 망가뜨린 너의 말 속에 담아둔 얘기를 써서 보낸다 이건 축가이자 답가 그래 축가이자 답가 sun really sets 
"
450,  Pink Heartz          , 제나파우더  Jena Powder   ,랩 힙합,"I'm a real yvng player its time for a different prayer 난 장애물을 그냥 쥐어 넘어 다른차원으로 go up 대체 나 아니면 who who who 내 맘에 안들면 shoot shoot shoot 가볍게 털어내 후후후 shoot an arrow at the pink heartz chase me uh choose me uh text me now 지금이야 chase me uh choose me uh shoo-shoo-shoot nobody tell me the truth i know you want fxxk wit me shoo-shoo-shoot you wanna roll wit me my luv 이미 pink heartz 내 영혼을 오렸지 그리고 난 새로운걸 얻었지 맘대로되는 마법이니 반대로 돌아가 줄 서 미리 Is it look so far you wanna star 준비됐어 이미 and i shoot at opp with ma laptop 다른차원이 invite me JENA wit pink heartz SAINT LAURENT SAINT LAURENT PRADA JEANS that i need shoo-shoo-shoot 넌 귀를 열어 난 차원을 넘겨 switch on new mode powder my code 넌 귀를 열어 난 차원을 넘겨 switch on new mode powder my code bitch im a real yvng player its time for a different prayer 난 장애물을 그냥 쥐어 넘어 다른차원으로 go up 대체 나 아니면 who who who 내맘에 안들면 shoot shoot shoot 가볍게 털어내 후후후 shoot an arrow at the pink heartz 
"
451,  서른 셋          , 하태욱  ,랩 힙합,"현재 내 나이는 33 늦은 건 아닌지 그래도 여전히 Free Free 그냥 웃어넘기지 그러다 보면 또 Trip Trip 불안에 쫓기지 남들에겐 나는 Freak Freak Can't Sleep 공감 되지 않았던 어른들의 말 싫지만 받아들이고 있어 어른들의 말 마흔셋에 보다 나은 삶을 위해 노력하는 나의 서른셋 인생은 미래보다 현재에 갇혀버린 삶 도전하고 싶어 새로운 길에 그로 인해 얻어내는 새로운 위치 많은 사람에게 날 억지로 믿길 바라기보다 더 단단한 신뢰 받고 싶어 돈과 성공 둘은 비례 한다는 말이 맞을까 난 뭣을 위해 푸른 빛깔 보석을 위해 아님 그걸 만드는 나를 위해 현재 내 나이는 33 늦은 건 아닌지 그래도 여전히 Free Free 그냥 웃어넘기지 그러다 보면 또 Trip Trip 불안에 쫓기지 남들에겐 나는 Freak Freak Can't Sleep 현재 내 나이는 33 늦은 건 아닌지 그래도 여전히 Free Free 그냥 웃어넘기지 그러다 보면 또 Trip Trip 불안에 쫓기지 남들에겐 나는 Freak Freak Can't Sleep 지금부터 내가 하고 싶은 말을 Outro 태어나서 지금까지 하고픈걸 하며 자랐어 Game to Fashion 그리고 다음 Beat Making 소심하게 한발 한발 나아가지 더 앞으로 10년 동안 폰만 부여잡고 있었지만 이젠 빚 보다 밝은 더 빛나는 빛 되기 위해 나는 10년에 미래를 걸었지 거짓된 삶을 사는 넌 양옆 덮인 채 달려 들어 경주마처럼 그냥 달려라 하니 난 동반자를 기다려 곤이 같은 Best Partner 그때가 선 모두가 날 받들어 그때 가면 너도 내 말 다시 들어 네가 널 속이면 돈이 너를 타들어 가게 만들어 현재 내 나이는 33 늦은건 아닌지 그래도 여전히 Free Free 그냥 웃어 넘기지 그러다 보면 또 Trip Trip 불안에 쫓기지 남들에겐 나는 Freak Freak Can't Sleep 
"
452,  RUNAWAY  feat 임조한           , 주희  Juhee   ,R amp B Soul,"어두워진 이 거리에 길을 잃은것 같아 밀려오는 두려움에 앞은 보이지 않고 반복되는 하루가 나를 괴롭게 하고 모든걸 다 버리고 도망가고싶어 Runaway Runaway 아무도 없는 곳으로 Runaway Runaway 이 답답한 곳에서 Runaway Runaway 어디든 떠나자 So far away 돌아가지 않아 아무것도 없는 곳에서 난 길을 잃고 밀려오는 이 어둠 속에 끝이 보이지 않고 반복되는 하루에 점점 무감각 해지고 헤어나오기 힘든 늪에 빠지고 있어 Runaway Runaway 아무도 없는 곳으로 Runaway Runaway 이 답답한 곳에서 Runaway Runaway 어디든 떠나자 So far away 돌아가지 않아 어둠이 다시 온다 해도 길을 잃고 헤매도 괜찮아 이제는 아무렇지 않아 이제는 나 두렵지 않아 Runaway Runaway 아무도 없는 곳으로 Runaway Runaway 이 답답한 곳에서 Runaway Runaway 어디든 떠나자 So far away 돌아가지 않아 
"
453,  빗소리가  Prod     ik           , 에드  Edward   ,랩 힙합,"눈을 떴을 때 때론 비가 내렸으면 해 귓가에 울리는 것들을 아무렇지 않게 씻어버리게 남들 탓 탓하는 게 또 만연해져가고 툭 툭 건들다가 조금 삐끗하면 마녀 되잖아 야 이거 듣고 니가 조금 아팠으면 해 한동안 돼도 안되는 소음에 신경을 좀 썼거든 I hate that 이맘때마다 항상 들려오는 것들이 진실을 덮고 소음으로 아무렇지 않게 누군가를 죽여 대 어디선가 들려오는 출처 모르는 소문 때문에 거짓으로 진실을 요구하는 소리조차 이제 따분해 MSG 없는 메세지 이제 어디 갔나 매일매일이 twisted 메아리 뒤척이는 밤 하늘 위 조용히 들려오는 난 이 빗소리가 난 이 빗소리가 너와 나의 사이를 가로막는 이 빗소리가 계속 울려 퍼졌으면 해 내일을 다시 그릴 수 있게 내가 지켜야 할 것들을 묵묵히 떠올릴 수 있게 난 이 빗소리가 난 이 빗소리가 너와 나의 사이를 가로막는 이 빗소리가 계속 울려 퍼졌으면 해 내일을 다시 그릴 수 있게 내가 지켜야 할 것들을 묵묵히 떠올릴 수 있게 오랜만에 우연히 만났었지 우리 그때 지금 생각해 보면 참 신기한 것 같아 너는 어때 사실 첫눈에 알아봤어 이미 넌 그때의 니가 아니라는 걸 허나 어쩌겠어 다시 마주치진 말자 말만으론 저 문을 열 수 없다는 걸 알기에 말만 하는 저것들이 대체 무얼 한다 해도 더는 믿지 않아 저것들이 또 시야를 흐리고 탁해지기 전의 순수함이 없다고 탓하는 내 모습이 의미 없다는 것도 난 알아 한 적없는 거짓말을 듣고 날 의심한다 해도 여전히 난 기억하고 있어 노량진 그늘 속 약속 야속한 세월이 흘러도 속지 않고 절대 잊지 않을게 소중한 것들은 아무렇지 않게 익숙해진다고 배웠으니 난 이 빗소리가 난 이 빗소리가 너와 나의 사이를 가로막는 이 빗소리가 계속 울려 퍼졌으면 해 내일을 다시 그릴 수 있게 내가 지켜야 할 것들을 묵묵히 떠올릴 수 있게 난 이 빗소리가 난 이 빗소리가 너와 나의 사이를 가로막는 이 빗소리가 계속 울려 퍼졌으면 해 내일을 다시 그릴 수 있게 내가 지켜야 할 것들을 묵묵히 떠올릴 수 있게 
"
454,  롱디  Prod  Johny Kwony           , 조니 쿼니  JOHNY KWONY   ,랩 힙합,"몸이 멀어지면 마음도 멀어진다는말 웃어 넘기면서 말해 우린 여기 해당 밖 내 밤은 너의 아침과 꼭 함께 시작해 너가 눈을 감을때 내 친구들은 눈을 뜨지 못 본만큼 애틋해질것을 알기에 전화 먼저 끊으면 너가 정적과 남는게 그게 싫어 하나 둘 셋 하면 둘이 같이 끊어 다시 만나게 되는 그날 만을 참고 기다려 이 정도 마음 크기라면 5년도 10년 100년도 기다릴수 있어 네 이야기라면 하루도 한달도 1년도 몰입해 난 들어줄수있어 만난적도 없는 친구들이 나의 머리속에 가본적도 없는 곳에 몸이 시차 적응을해 나의 연애는 롱디 너가 있기에 not lonely 한 우주 속에 한 시간 속에 우리 둘이 버텨냈어 We’re not only 너가 있기에 I’m holdin’ 바다 건너에 저 선 넘어에 너가 있어 할수 있었던 연애 7시간이 넘어가는 전화에도 곁에 없이 각자 보냈던 기념일에도 다음에 보면 우리 저거 하자 이거 하자 이야기하지만 못 지킬수 있다는것도 알아 어느순간 부터 뜸해지는 연락 의심의 불씨는 집착이되어서 타올라 좋은 기억들 마저 삼켜먹고 나니 우리 특별한거 한게 한개 진짜 뭐 하나 남는게 없다 얼굴이 아플정도로 웃어 재끼던 농담 이젠 아무도 웃지 않아서 다시 넣어둔다 지쳐가는 우리 힘이 빠져가는 둘이 여기 까지인거같단 너의 말에 다시 추억이 만난적도 없는 친구들이 나의 머리속에 가본적도 없는 곳에 몸이 시차 적응을해 나의 연애는 롱디 너가 있기에 난 lonely 한 우주 속에 한 시간 속에 우린 지쳐가고 있어 Cause we’re only 너가 있기에 was holdin‘ 바다 건너에 저 선 넘어에 너가 있는데 난 왜 외로울까 
"
455,  Instant Song          , 일월  ,록 메탈,"소리 내 불러본 단어들이 허공에 돌아 부딪혀 나온 건 후회뿐이네 하루를 살아도 남아있는 걱정들은 숨죽여 불러본 이름만 고여 Baby You can’t Stop Me And I Love ya Everyday I’m Feel So Bad I Can love you everyday Oh my girl I can do it every time 사랑 그 단어 속 의미들은 모두 떠나고 그대여 지나간 오늘뿐이에요 Baby You can’t Stop Me And I Love ya Everyday I’m Feel So Bad I Can love you everyday Oh my girl I can do it every time 가녀린 내 마음들이 모두 흩날리던 꿈 술에 취해 늦은 밤도 내 음악에 살아요 
"
456,  넌 날 이해하지 못한다더라          , 요나  Yohna   ,일렉트로니카,"큰 걸 바란 게 아니야 나도 좀 이해해달라고 나도 너만큼 아프다고 우리 같이 아파하자고 oh 넌 날 이해하지 못한대 oh 넌 날 이해하지 못한대 큰 걸 바란 게 아니야 내 아픔도 아픔이라고 내 상처도 따끔거린다고 나도 똑같을 뿐이라고 oh 넌 날 이해하지 못한대 oh 넌 날 이해하지 못한대 oh 넌 날 이해하지 못한대 oh 넌 날 이해하지 못한다더라 
"
457,  한잔빠라삐뽀          , 리로트  ,록 메탈,"the point is the point is the saturday is not gonna lie 너도 모르게 나도 모르게 샥 은근하게 내려온 밤엔 rockin' tonight rockin' tonight rockin' tonight 훅훅 rockin' tonight rockin' tonight the saturday is not gonna lie 어제 월급 나왔다 오늘 달려보자 let me see your swallow 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 대체 언제까지 어깨춤을 추게 할 거야 say it 한잔빠라삐뽀 오늘은 달라 술이 달아 마구 swalla 제법 위험해 한잔빠라삐뽀 오늘은 죽지 않아 내가 피어스 브로스넌 네버다이다 없다 없다 술이 아리마셍까 원샷 원샷 꽉꽉 눌러 채워줘 한잔빠라삐뽀 오늘은 달려 난 못 말려 역시 saturday party tonight the point is the point is the saturday is not gonna lie 너도 모르게 나도 모르게 샥 은근하게 훅가는 밤엔 rockin' tonight rockin' tonight rockin' tonight 훅훅 rockin' tonight rockin' tonight the saturday is not gonna lie 어제 개빡까였다 오늘 달려본다 let you see my swallow 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 대체 언제까지 어깨춤을 추게 할거야 say it 한잔빠라삐뽀 오늘은 달라 술이 달아 마구 swalla 제법 위험해 한잔빠라삐뽀 오늘은 죽지 않아 내가 피어스 브로스넌 네버다이다 없다 없다 술이 아리마셍까 원샷 원샷 꽉꽉 눌러 채워줘 한잔빠라삐뽀 오늘은 달려 난 못 말려 역시 saturday party tonight i feel saturday party is over cause i feel saturday party is over cause i feel saturday party isn't over wake up wake up wake up wake up wake up wake up wake up wake up wake up yeah 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 먹어 간다 한 박자 쉬고 두 박자 쉬고 세 박자 마져 쉬고 하나 둘 셋 go 한잔빠라삐뽀 오늘은 달라 술이 달아 마구 swalla 제법 위험해 한잔빠라삐뽀 오늘은 죽지 않아 내가 피어스 브로스넌 네버다이다 죽지않아 술이 아리마셍까 반샷 안 돼요 원샷 꽉꽉 눌러 채워줘요 한잔빠라삐뽀 오늘은 달려 난 못 말려 역시 saturday party tonight 한잔빠라삐뽀 적셔 적셔 한잔빠라삐뽀 아싸 술이 들어간다 쭉쭉 the point is 
"
458,  무의미  Feat  오월           , 지누  JINU   ,록 메탈,"너 아닌 다른 사람을 만나 이제 좀 괜찮을 줄 알았어 죽도록 아팠는데 아직 난 무작정 너에게 전화해서 밉다고 소리 치고 싶었어 하지만 우린 헤어졌잖아 넌 잘 지낼 걸 니 투정이 그리워 이기적이었던 이별 네 흔적을 또 지워보려고 해도 안되잖아 나는 네가 미워 그리고 내가 너무 싫어 아직은 내 꿈속에 네가 살아 넌 어때 잘 지내 난 아직 널 찾아 넌 모르지 아마 꿈속에서 나만 미련하지 잔상 장난치던 우리 모습 보이니 말야 너를 몰라준 내가 다시 너를 잡아 보려해 돌아와 꿈속에서 다시 만나려해 그땐 나를 안아주길 괜히 신경 쓰여 널 울렸던 날만 생각해도 내가 너무 나빴잖아 달력에 써 있는 걸 우리 기념일만 더 희미해지기 전에 떠올려 그녀를 넌 모르겠지 위험해 밤엔 네가 없는 내 밤엔 익숙한 장면들에 너랑 나로 가득해 그 꿈은 깨기 싫은데 차라리 꿈에서 살게 너랑 같이 있을래 너는 지금 어때 널 기억하는 마지막이야 마지막으로 안아 달란 말이야 잘 지내 영원히 널 찾지 않을 테니까 난 아직 널 찾아 넌 모르지 아마 꿈속에서 나만 미련하지 잔상 장난치던 우리 모습 보이니 말야 너를 몰라준 내가 다시 너를 잡아 보려해 돌아와 꿈속에서 다시 만나려해 그땐 나를 안아주길 
"
459,  떠나자          , 라슬리  Rasley   ,록 메탈,"기어는 이미 drive에 넌 그냥 몸만 오면 돼 네비는 찍지 않을래 앞만 보고 달릴게 시간이 없다는 핑계는 저 멀리 접어둬 이러다 세상에 갇혀 죽을지 몰라 몰라 저 멀리 접어 던질래 빛이 나를 반길 때 스친 바람이 시원해 못 보고 지나친 게 너무 많았어 날 가리는 것들을 모두 던질래 모두 벗어던질래 뭔가 잘못된 것은 뒤로해 더 좋은 일이 반짝하고 생길지 몰라 훌훌 털어 버릴 때 용기가 필요해 보물을 찾아 떠나자 보물을 찾아 떠나자 보물을 찾아 떠나자 큰 바람에 날아가도 높은 파도에 쓸려도 위험한 게 더 필요해 잘못된 것은 뒤로해 시간이 없다는 핑계는 저 멀리 접어둬 이러다 세상에 갇혀 죽을지 몰라 몰라 저 멀리 접어 던질래 뭔가 잘못된 것은 뒤로해 더 좋은 일이 반짝하고 생길지 몰라 훌훌 털어 버릴 때 용기가 필요해 보물을 찾아 떠나자 보물을 찾아 떠나자 보물을 찾아 떠나자 잠시라도 좋으니까 사라져 시간아 너는 나를 위해 멈춰줘 잠깐의 웃음을 허락해 줘 
"
460,  Delusion          , Knock  ,R amp B Soul,"나를 사랑하지 않는 너의 모습들을 난 이해할 수 없어 바보 같아 보일지도 몰라 내가 하는 것들과 내가 뱉는 말들 시간이 흘러 너는 내게 다시 돌아 올 거야 아마도 너는 내게 눈물을 보이며 빌게 될 거야 음 아마도 This is my delusion delusion my delusion This is my delusion delusion my delusion I know this song makes me feel more pathetic and miserable but I don’t care 너와 함께하고 있는듯한 이 기분을 난 멈출 수 없는 걸 내 상상은 깊이 들어가 널 마주하는 장면을 그려 너와 인사를 나누고 안부를 핑계로 밥을 먹다가 내게 그간에 모든 걸 털어놓고 우린 다시 잘 만나게 됐어 우린 다시 잘 만나게 됐어 But 이 모든 건 전부 다 This is my delusion delusion my delusion This is my delusion delusion my delusion This is my delusion my delusion my delusion This is not delusion not delusion not delusion 
"
461,  꿈결에  Feat  민유민   Prod  펠린           , 예주  ,포크 블루스,"오늘도 내 생각에 잠못든 네 밤 어둔 달빛 창문 틈으로 내려오는 빛 꼭 널 바라보던 나의 눈빛 같아 꼭 안아주던 나의 체온 마저도 너랑 같이 있고 싶어 너랑 함께 하고 싶어 우리둘이 단둘이 어디든 떠날까 이건 꿈이 아니야 나도 사실은 널 좋아하고 있었어 이제는 말할께 오늘도 네 생각에 잠 못든 내 밤 어둔 달빛 창문 틈으로 내려 오는 꿈 너랑 같이 있고 싶어 너랑 함께 있고 싶어 꼭 안아주던 나의 체온 마저도 너랑 같이 있고 싶어 너랑 함께 하고 싶어 우리 둘이 단둘이 어디든 떠날까 이건 꿈이아니야 나도 사실은 널 좋아하고 있었어 이제는 말할께 내마음 그리고 네 마음 같다고 말할께 이제는 시작해 네 마음 그리고 내마음 같다고 말할께 이제는 시작해 
"
462,  나의 첫 운동회          , 승환  ,포크 블루스,"나란히 기다리는 중 나보다 느린 애가 한 명이라도 있길 나란히 달리고 있지만 점점 뒤처져가며 먼저 나아가는 이들 불안한 마음이 커지고 그 순간에 난 넘어지고 말았지 창피함과 함께 들려오는 무섭고 커다란 그들의 비웃음 소리 후회됐던 날들이 많아 지난 하루하루가 넘어졌었던 내가 손이 까졌던 내가 누구나 오늘은 처음이기에 아픔을 느끼고 지금의 강한 내가 내가 있는 거야 두 눈앞에 있는 땅바닥 그 순간에 다시 일어나 달렸지 창피함과 함께 사라지는 아무것도 아닌 그들의 비웃음 소리 후회됐던 날들이 많아 지난 하루하루가 넘어졌었던 내가 손이 까졌던 내가 누구나 오늘은 처음이기에 아픔을 느끼고 지금의 강한 내가 내가 있는 거야 가끔 외롭고 힘들 때 많아 눈물 나려 해 달리다 보면 숨찰 수 있어 포기하지 마 내가 있잖아 네가 있잖아 
"
463,  단 밤          , 무드트리  MoodTree   ,R amp B Soul,"기억나 처음 봤을 때 아무 말도 못 하고 굳어진 나 넌 너무 예뻐서 횡설수설 아무 말이나 했어 술 한잔하자는 말이 이렇게도 어려웠었나 깊어지는 이 밤 아래 함께 있자는 얘기도 못했어 서툰 내 맘 눈치챈 것 같은 네 표정 싫지 않은 듯한 웃음은 내 착각일까 조금은 설레어도 되는 걸까 우리 사이 깊어지면 불안하기도 하지만 설레 oh 이대론 후회할걸 알기에 난 더 너를 놓을 수 없어 하루 온종일 네 생각에 완전히 푹 빠진 나 짙어지는 이 맘 안에 설레었던 그 밤을 나 기억해 가끔 네 맘 전부 알 것 같은 그 표정 두근거리는 이 마음은 내 착각일까 이제는 설레어도 되는 걸까 우리 사이 깊어지면 불안하기도 하지만 설레 oh 이대론 후회할걸 알기에 난 더 너를 놓을 수 없어 
"
464,  계절이 돌아오듯          , 진솔  ,발라드,"모두들 저마다의 시간 속에 산다는데 내 시간은 아니 내 시간만 더디게 가는 것 같아 시간이 흐르는 대로 두면 익숙해질 걸 알면서도 난 이 불안을 멈추지 못해 고집스럽게도 이 밤은 더 길어지려나 봐 한바탕 울고 나면 다시 나아질까 고된 하루의 끝에 못 견디게 아픈 밤이 지나면 계절이 돌아오듯 나도 괜찮아지겠지 내 마음이 이끄는 대로 가면 언젠가 닿을 걸 알면서도 난 이 걸음을 떼지 못해 얄밉게도 이 밤은 더 깊어지려나 봐 한바탕 울고 나면 다시 나아질까 고된 하루의 끝에 못 견디게 아픈 밤이 지나면 계절이 돌아오듯 한바탕 웃고 나면 나는 조금 자랐을까 날 사랑하게 됐을까 못 견디게 아픈 밤이 지나면 계절이 흘러가듯 나도 어른이 되겠지 
"
465,  우측통행          , 책갈피  ,록 메탈,"아 진짜 살다보면 이해가 안돼 나는 죽어라 지키는 데 왜 너는 안해 일부러 시비를 걸고 싶은건지 아님 내가 그리 만만해 보였다는건지 왜 자꾸 어깨 빵을 때려 내 어깨를 좀 볼래 나 탈골됐잖아 언제 까지 어깨 춤을 출래 이거 하나만 지키면 그럴일이 없어 우측통행 오른쪽으로가 우측통행 부딪힐 일이 없어 우우 측측 통통 행행 우우 측측 통통 행행 나 진짜 이번차는 놓치면 안돼 이거 놓치면 나 꼼짝없이 지각이야 1초도 늦는다면 절대로 못 타 그냥 앞만 보고 달리고 또 달려야 해 저기 전철이 도착했네 계단만 내려가면 가능성이 있어 근데 사람들이 막 내리네 오른쪽 길 막아서 나 또 놓쳤잖아 우측통행 오른쪽으로 가 우측통행 부딪힐 일이 없어 모두가 같은방향을 가는데 너는 왜 다른방향을 가는거야 남들과 다른거 인정할게 근데 이것만은 꼭 지켜야지 모두가 같은방향을 가는데 너는 왜 다른방향을 가는거야 남들과 다른거 인정할게 근데 이것만은 꼭 지켜야지 아 진짜 살다보면 이해가 안돼 나는 죽어라 지키는 데 왜 너는 안해 일부러 시비를 걸고 싶은건지 아님 내가 그리 만만해 보였냐 이 우측통행 오른쪽으로 가 우측통행 부딪힐 일이 없어 모두가 같은방향을 가는데 너는 왜 다른방향을 가는거야 남들과 다른거 인정할게 근데 이것만은 꼭 지켜야지 모두가 같은방향을 가는데 너는 왜 다른방향을 가는거야 남들과 다른거 인정할게 근데 이것만은 꼭 지켜야지 우우 측측 통통 행행 우우 측측 통통 행행 
"
466,  언젠가 다시 너와          , 마치  Marchi   ,발라드,"잘 잤을까 눈을 뜬 아침마다 묻곤 해 따뜻한 햇살 너와 처음 만난 그 날과 같아 커피 한 잔에 기지개를 펴며 난 오늘도 널 그리며 또 어제와 같은 하루를 보내겠지 하루가 한 달이 일 년이 지나버린다 해도 눈을 떠도 다시 눈을 감아도 여전히 네가 보여 네가 없는 곳이란 걸 알아도 여전히 네가 들려 언젠가 다시 그 길을 너와 걸을 수 있기를 빛바랜 추억을 되짚어 언젠가 다시 그 노랠 너와 들을 수 있다면 새로운 추억을 덧입혀 차가운 바람 밤하늘을 보며 난 내일도 널 그리며 또 어제와 같은 하루를 보내겠지 하루가 한 달이 일 년이 지나버린다 해도 눈을 떠도 다시 눈을 감아도 여전히 네가 보여 네가 없는 곳이란 걸 알아도 여전히 네가 들려 언젠가 다시 그 길을 너와 걸을 수 있기를 빛바랜 추억을 되짚어 언젠가 다시 그 노랠 너와 들을 수 있다면 새로운 추억을 덧입혀 난 
"
467,  Underground          , Morrow  ,록 메탈,"누군가 내게 물어 왜 아직 거기 있냐고 왜 자꾸 서성이냐고 내게 내게 늘 걸어왔지만 한참을 걸어왔지만 네 눈에 보인 난 그냥 그대로 있어 나는 또 네게 물어 너의 진심은 무엇이냐고 너는 무엇을 생각하냐고 네게 네게 숨겨진 마음 읽을 수 없는 표정들 결국 뒤돌아서서 다시 그냥 부딪쳐 헤벌대며 달려가다 멍청하게 또 걸려 넘어지면 머릴 깎고 다짐하며 한번 다시 후회하고 있네 귀 기울여 들어본다 어쩌면 이건 희망의 노래 반복되는 희망의 노래 가슴이 열리는 아침이 오면 한참 뒤 밤이 오듯이 하루는 즐겁고 하루는 실망해 헤벌대며 달려가다 멍청하게 또 걸려 넘어지면 머릴 깎고 다짐하며 한번 다시 후회하고 헤벌대며 달려가다 멍청하게 또 걸려 또 걸려 넘어지면 머릴 깎고 다짐하며 한번 다시 후회하고 있네 Espera Escucha 
"
468,  SPAC  GR           , KASBIN STUDIO  span    span 바쁜현대인   usymod   span    span Rio Blue  span    span  DAM  사담   ,랩 힙합,"나는 몰라 관심 없어 상관없어 약속은 no 기약 없어 하지 않아 나는 몰라 상관없어 난 그냥 해 space gray 나는 몰라 관심 없어 얘긴 잠만 약속은 no 기약 없어 One day at a time breathing is enough It will unravel in time Don't be stressing it too much What's written in the stars will always find its way Your path may be different Listen to yourself And it will all make sense 나는 몰라 관심 없어 상관없어 약속은 no 기약 없어 하지 않아 나는 몰라 상관없어 난 그냥 해 space gray 나는 몰라 관심 없어 얘긴 잠만 약속은 no 기약 없어 기약 없어 기하급수적으로 쏟아져 들어올 나의 계약서 깨어났어 개안했어 혼자 다 먹을 거래 개 약았어 분위기 다 띄워놓음 뭐해 다 받아 날 봐라 애프터 천재가 받을 거래 상은 오래전 옛 부터 뛰어놀을 거래 마치 시티 보이 뛰어넘을 거래 like a 기리보이 뒤를 쫓아오게 만들 거래 피리보이 뛰어가다 보면 역시 결국 길이 보이네 나는 몰라 관심 없어 상관없어 약속은 no 기약 없어 하지 않아 나는 몰라 상관없어 난 그냥 해 space gray 나는 몰라 관심 없어 얘긴 잠만 약속은 no 기약 없어 
"
